university,dimension,label,tone,rationale,evidence_quote,chunk_id
Binghamton University,Tone_Orientation,1,Balanced,overall tone is cautious but supportive; not overly restrictive or permissive,supports the responsible use...,1
Binghamton University,Implementation_Authority,0,,policy does not specify which office or individuals are responsible for implementation or oversight,,1
Binghamton University,Tools_Specificity,1,Balanced,"references external policy but provides no specific tools, platforms, or detailed usage guidelines",NYSP24-001 (https://its.ny.gov/acceptable-use-artificialintelligence-technologies),1
Syracuse University,Purpose_Scope,2,Balanced,Explicitly defines scope and purpose for vendor AI use.,"This policy applies to all vendors providing services to Syracuse University, including... generative AI, machine learning, and predictive analytics tools.",1
Syracuse University,Permitted_Uses,1,Restrictive,Mentions permitted uses but limited to pre‑approved cases; no detailed list of allowed activities beyond that.,Vendors may only use institutional data for AI training in pre-approved use cases specified in the agreement.,1
Syracuse University,Prohibited_Uses,0,,No explicit prohibition of specific uses is stated; only restrictions are implied by consent and approval requirements.,,1
Syracuse University,Disclosure_Citation_Requirements,0,,Policy does not mention disclosure or citation obligations for AI outputs.,,1
Syracuse University,Accountability_Enforcement,2,Balanced,Clear enforcement mechanisms via audits and accountability clauses.,Syracuse University reserves the right to conduct periodic audits... vendors must provide transparency in the decision‑making processes of their AI models,1
Syracuse University,Pedagogical_Integration,0,,Policy focuses on vendor data use; no mention of pedagogical contexts or integration with teaching.,,1
Syracuse University,Ethical_Equity_Considerations,2,Balanced,"Explicit ethical principles covering fairness, accountability, transparency, privacy, security, sustainability, continuous learning.",Fairness: AI models must be designed to provide equitable outcomes that do not illegally discriminate...,1
Syracuse University,Tone_Orientation,1,Balanced,Overall tone is cautious but supportive; neither overly permissive nor overly restrictive.,Syracuse University is committed to ensuring the ethical and responsible use of artificial intelligence (AI) technologies across its campus.,1
Syracuse University,Implementation_Authority,2,Balanced,"Clear authority vested in the Data Governance Committee and university for approvals, audits, and enforcement.",Vendors must obtain explicit written consent from the University's Data Governance Committee...,1
Syracuse University,Tools_Specificity,1,Balanced,"Mentions specific tools (DUA, audits) but lacks detailed technical specifications or tool lists.","vendors must sign a Data Usage Agreement (DUA) outlining the permitted uses of the data, the security measures in place...",1
Stevens Institute of Technology,Purpose_Scope,1,Balanced,Mentions alignment with institutional policies indicating purpose and scope,"aligns with Stevens' Information Security Policy, Privacy Policy",1
Stevens Institute of Technology,Permitted_Uses,0,,No explicit permitted uses listed,,1
Stevens Institute of Technology,Prohibited_Uses,0,,No prohibited uses specified,,1
Stevens Institute of Technology,Disclosure_Citation_Requirements,0,,No disclosure or citation requirements mentioned,,1
Stevens Institute of Technology,Accountability_Enforcement,1,Restrictive,Mentions need for approval indicating accountability,seek prior approval from your supervisor and/or department chair,1
Stevens Institute of Technology,Pedagogical_Integration,0,,No reference to teaching or learning integration,,1
Stevens Institute of Technology,Ethical_Equity_Considerations,1,Balanced,Acknowledges ethical considerations,consider the risks and ethical implications,1
Stevens Institute of Technology,Tone_Orientation,1,Restrictive,Overall tone is cautious and compliance-focused,"ensure it aligns with Stevens' Information Security Policy, Privacy Policy",1
Stevens Institute of Technology,Implementation_Authority,1,Restrictive,Identifies supervisory authority for implementation,seek prior approval from your supervisor and/or department chair,1
Stevens Institute of Technology,Tools_Specificity,0,,No specific AI tools or guidelines provided,,1
University at Buffalo,Purpose_Scope,2,Balanced,Explicitly states purpose and scope for all stakeholders.,"This document aims to provide faculty, staff, and students with a set of guiding principles for the potential use and education about AI",1
University at Buffalo,Permitted_Uses,1,Balanced,Mentions training but does not detail specific permitted uses beyond general guidance.,Faculty should have access to ongoing education and training about AI,1
University at Buffalo,Prohibited_Uses,2,Restrictive,Clearly identifies disallowed practice of misattribution and misuse in academic work.,Presenting AI-generated content as one's own work without proper citation constitutes falsifying academic materials,1
University at Buffalo,Disclosure_Citation_Requirements,2,Balanced,Mandates disclosure for significant AI contributions; emphasizes citation as integrity requirement.,"Transparency Disclosure: At the UBSSW, we value disclosure when using AI to significantly contribute to our work",1
University at Buffalo,Accountability_Enforcement,1,Balanced,Assigns responsibility but lacks explicit enforcement mechanisms or sanctions.,Authors are responsible for the content they submit,1
University at Buffalo,Pedagogical_Integration,2,Permissive,Encourages explicit integration into syllabi and pedagogical decisions.,"Course Expectations: We encourage faculty to state explicitly whether AI is acceptable in their course, what usages are allowed...",1
University at Buffalo,Ethical_Equity_Considerations,2,Balanced,Strong emphasis on bias mitigation and equitable use.,"Bias and Equity: ... prioritize the values of equity, diversity, inclusion, and accessibility in all decision making when using AI",1
University at Buffalo,Tone_Orientation,1,Balanced,"Overall tone is cautious yet supportive, encouraging responsible use rather than outright prohibition.",We believe that social workers and educators have a responsibility to attend to the technologies...,1
University at Buffalo,Implementation_Authority,2,Balanced,Empowers faculty as primary implementers; no central enforcement body specified but authority implied at school level.,"Faculty members are encouraged to critically engage with AI and decide for themselves how it fits within their pedagogy, research, and practice",1
University at Buffalo,Tools_Specificity,0,N/A,No specific AI tools or platforms are named or detailed in the policy.,,1
University of California-Riverside,Purpose_Scope,1,Restrictive,"Policy states purpose to enforce integrity but scope limited to cheating/plagiarism, not broader AI use.",Academic Integrity ☠ Cheating or plagiarism will NOT be tolerated!!!,1
University of California-Riverside,Permitted_Uses,0,NA,No explicit permitted uses of AI are described.,,1
University of California-Riverside,Prohibited_Uses,2,NA,Clearly prohibits uncredited AI usage and sharing solutions.,directly use answers obtained by AI tools without citing the full conversation,1
University of California-Riverside,Disclosure_Citation_Requirements,2,NA,Strong requirement for full citation of AI interactions.,you need to provide the full conversation with it to clearly specify what kind of help you received from it,1
University of California-Riverside,Accountability_Enforcement,2,NA,Explicit enforcement and reporting mechanisms are present.,All violations of this collaboration policy will be reported.,1
University of California-Riverside,Pedagogical_Integration,1,NA,Mentions guidance but no structured pedagogical framework for AI.,You can get help from the instructor and TA... but you must cite them fully,1
University of California-Riverside,Ethical_Equity_Considerations,0,NA,No discussion of equity or ethical implications beyond cheating.,,1
University of California-Riverside,Tone_Orientation,1,NA,Tone is warning but not overly punitive; balanced in some parts.,Academic Integrity ☠ Cheating or plagiarism will NOT be tolerated!!!,1
University of California-Riverside,Implementation_Authority,2,NA,Policy implies university-level authority and enforcement.,All violations of this collaboration policy will be reported.,1
University of California-Riverside,Tools_Specificity,1,NA,Mentions specific tool but not exhaustive list; moderate specificity.,"If you use any AI-based resources (e.g., ChatGPT)",1
Clemson University,Purpose_Scope,2,Balanced,"Clearly states purpose to guide use of AI and scope across employees, students, affiliates with ongoing updates.",This page will be regularly updated as additional guidance and regulations are developed.,1
Clemson University,Permitted_Uses,1,Balanced,Mentions positive uses but does not detail specific permitted activities; weak presence.,"provides exciting potential as a tool for research, programming, data processing",1
Clemson University,Prohibited_Uses,2,Restrictive,Explicit prohibition of sensitive data use in public AI services; strong statement.,"University employees, students and affiliates must not enter Internal Use, Confidential, or Restricted institutional data into publicly available generative AI tools",1
Clemson University,Disclosure_Citation_Requirements,1,Balanced,Calls for transparency but lacks detailed citation guidelines; weak presence.,Be transparent in disclosing and citing the use of AI tools,1
Clemson University,Accountability_Enforcement,2,Restrictive,Provides a clear enforcement mechanism and point of contact for violations.,"If you become aware of these integrations, contact CCIT at ithelp@clemson.edu",1
Clemson University,Pedagogical_Integration,0,N/A,No specific mention of teaching or learning integration in the excerpt.,,1
Clemson University,Ethical_Equity_Considerations,1,Balanced,Acknowledges ethical considerations but not detailed equity analysis; weak presence.,"Consider legal, regulatory, ethical obligations and Clemson's data classifications when using AI",1
Clemson University,Tone_Orientation,0,N/A,Not a separate dimension in the excerpt; tone inferred from other sections.,,1
Clemson University,Implementation_Authority,2,Restrictive,Specifies authority (CCIT) for approving and monitoring AI tool integration.,"Approved technology solutions may integrate new AI tools and features without your consent. If you become aware of these integrations, contact CCIT at ithelp@clemson.edu",1
Clemson University,Tools_Specificity,2,Balanced,Mentions specific tools (Zoom AI Companion) and data classifications; strong specificity.,"Your Clemson Zoom account (AI Companion) is approved for Public, Internal Use, Confidential and Restricted data, such as PHI and FERPA. However, third-party apps are NOT covered",1
Rutgers University-Newark,Purpose_Scope,2,Balanced,Explicitly states purpose and scope of AI use in education.,AI and Teaching AI tools can be used to support different aspects of the teaching process,1
Rutgers University-Newark,Permitted_Uses,2,Balanced,Provides concrete examples of allowed uses.,"Use of AI tools such as ChatGPT is only permitted to help you brainstorm potential research topics, develop research questions, or find more information about a topic",1
Rutgers University-Newark,Prohibited_Uses,1,Restrictive,Mentions prohibition but only one example; broader policy implied.,Use of AI strictly prohibited Use of AI tools such as ChatGPT to complete course assignments is not permitted under any circumstances,1
Rutgers University-Newark,Disclosure_Citation_Requirements,2,Balanced,Specifies disclosure requirement for fully permitted use.,include the exact prompt used to generate the content as well as the AI's full response in an Appendix,1
Rutgers University-Newark,Accountability_Enforcement,1,Restrictive,Delegates enforcement to instructors; no central authority mentioned.,Instructors should set clear guidelines about the permissibility and appropriate use of A.I. in their courses,1
Rutgers University-Newark,Pedagogical_Integration,2,Balanced,Provides pedagogical strategies for AI integration.,Create scaffolded assignments that encourage intrinsic motivation and focus more on process than product,1
Rutgers University-Newark,Ethical_Equity_Considerations,2,Balanced,Explicitly addresses ethical issues such as bias and misinformation.,"AI literacy helps students: Engage in critical thinking by questioning the accuracy, bias, and potential manipulation of AI-generated information",1
Rutgers University-Newark,Tone_Orientation,1,Balanced,Overall tone leans toward cautious guidance rather than outright endorsement or prohibition.,While tools for detecting AI-generated content exist ... it is recommended that instructors: Implement clear policies and guidelines governing the use of AI in the classroom,1
Rutgers University-Newark,Implementation_Authority,1,Restrictive,Authority rests with individual instructors; no university-level enforcement body cited.,Instructors should set clear guidelines about the permissibility and appropriate use of A.I. in their courses,1
Rutgers University-Newark,Tools_Specificity,2,Balanced,Specifies particular tool (ChatGPT) and gives detailed usage scenarios.,AI tools such as ChatGPT to complete course assignments is not permitted ... Use of AI tools such as ChatGPT is only permitted ...,1
University of Illinois at Chicago,Purpose_Scope,2,Balanced,Clearly states purpose and scope within medical education context.,Purpose The University of Illinois College of Medicine recognizes the positive applications that AI has generated.,1
University of Illinois at Chicago,Permitted_Uses,1,NA,Allows limited use but not as primary author; weakly specified.,AI may be used to assist in idea generation and editing,1
University of Illinois at Chicago,Prohibited_Uses,2,Restrictive,Explicit prohibition of AI as substitute and direct authorship.,Students may not utilize generative AI ... as a substitute for their own knowledge acquisition,1
University of Illinois at Chicago,Disclosure_Citation_Requirements,1,NA,Mandates citation but not detailed format; moderate strength.,"If AI is used for any component of the assignment, students should cite the tool used and how it contributed",1
University of Illinois at Chicago,Accountability_Enforcement,1,NA,Assigns responsibility but lacks enforcement mechanisms; weak.,Students are accountable for any inaccuracies or misinformation resulting from using these tools,1
University of Illinois at Chicago,Pedagogical_Integration,2,NA,Strong emphasis on learning process and AI integration in balanced way.,Many assignments ... designed so the process of completing the work is as important as the final product.,1
University of Illinois at Chicago,Ethical_Equity_Considerations,1,NA,Addresses privacy but limited scope; moderate strength.,Protected health information should never be entered into a generative AI tool outside of one supported and authorized by the EHR,1
University of Illinois at Chicago,Tone_Orientation,2,NA,"Overall tone supportive yet cautious, balanced stance.",AI is a valuable supplementary asset for fostering creativity and understanding complex topics.,1
University of Illinois at Chicago,Implementation_Authority,1,NA,Identifies authority but no detailed implementation plan; weak.,"Responsible party: Office of Educational Affairs, Senior Associate and Associate Deans",1
University of Illinois at Chicago,Tools_Specificity,1,NA,Mentions specific tools but lacks detailed guidance; moderate.,"Generative AI tools like ChatGPT or other large language models (LLMs) may not be used to gather, research, or brainstorm for answers for closed-book assessments unless explicitly instructed by faculty",1
New Jersey Institute of Technology,Purpose_Scope,2,Balanced,Explicitly states purpose and scope covering all learning activities.,"NJIT values academic integrity and ethical behavior in all learning activities, including using artificial intelligence (AI) tools in coursework.",1
New Jersey Institute of Technology,Permitted_Uses,1,Balanced,Mentions potential benefits but no detailed guidelines for permitted uses.,"AI can be a valuable learning aid, providing opportunities to enhance understanding and creativity.",1
New Jersey Institute of Technology,Prohibited_Uses,2,Restrictive,Clearly states prohibited use of AI for dishonest acts.,students must not utilize these tools to conduct or support academic dishonesty such as cheating and plagiarism,1
New Jersey Institute of Technology,Disclosure_Citation_Requirements,2,Balanced,Mandates attribution for AI-generated content.,"Students must ensure that their work remains original and is properly attributed... giving credit to the authors or sources of any ideas, quotes, or information incorporated into their assignments",1
New Jersey Institute of Technology,Accountability_Enforcement,1,Balanced,Links non‑compliance to existing conduct codes but no specific enforcement mechanism.,"If a student has not received explicit authorization from their course instructor to use AI, submitting AI generated work may constitute a violation of the Code of Student Conduct and Academic Integrity policies",1
New Jersey Institute of Technology,Pedagogical_Integration,1,Balanced,Acknowledges instructor discretion but lacks detailed integration guidance.,"Most professors will include specific rules regarding AI use in their course syllabus... Some faculty may encourage or even require the use of AI, depending on the course learning objectives",1
New Jersey Institute of Technology,Ethical_Equity_Considerations,1,Balanced,Mentions legal/ethical obligations but no equity analysis.,students must adhere to copyright laws and intellectual property rights when utilizing AI tools,1
New Jersey Institute of Technology,Tone_Orientation,2,Balanced,Overall tone is balanced with emphasis on integrity.,"NJIT values academic integrity and ethical behavior in all learning activities, including using artificial intelligence (AI) tools in coursework.",1
New Jersey Institute of Technology,Implementation_Authority,1,Balanced,Authority delegated to individual instructors rather than central office.,Most professors will include specific rules regarding AI use in their course syllabus,1
New Jersey Institute of Technology,Tools_Specificity,1,Balanced,Provides examples but no exhaustive list or technical guidance.,"(e.g., Grammarly, Quillbot, Claude.ai, etc.) or other external sources (e.g., GitHub, Integrated Development Environment Software, etc.)",1
University of California-Santa Cruz,Purpose_Scope,1,Balanced,Mentions purpose of creating a policy but lacks detailed scope.,Drafting an AI use policy for your class,1
University of California-Santa Cruz,Permitted_Uses,0,NA,No explicit permitted uses are stated.,,1
University of California-Santa Cruz,Prohibited_Uses,1,NA,Indicates prohibition but not detailed.,explicit syllabus language prohibiting some or all kinds of use,1
University of California-Santa Cruz,Disclosure_Citation_Requirements,0,NA,No mention of disclosure or citation requirements.,,1
University of California-Santa Cruz,Accountability_Enforcement,0,NA,No enforcement mechanisms described.,,1
University of California-Santa Cruz,Pedagogical_Integration,1,NA,Suggests integration considerations but not detailed.,online syllabi and course design should take this into consideration,1
University of California-Santa Cruz,Ethical_Equity_Considerations,1,NA,Acknowledges ethical alignment but vague.,aligns with the specific needs and ethics of your discipline,1
University of California-Santa Cruz,Tone_Orientation,1,NA,"Shows instructor discretion, moderate tone.",If you feel strongly about AI being used or not used in your classes,1
University of California-Santa Cruz,Implementation_Authority,0,NA,No authority level specified.,,1
University of California-Santa Cruz,Tools_Specificity,1,NA,Provides a tool but lacks specificity.,customizable formula below for constructing your own policy,1
Drexel University,Purpose_Scope,2,Balanced,Explicitly states purpose to guide AI use and align with learning goals.,clearly articulate the reasoning behind our guidelines,1
Drexel University,Permitted_Uses,1,NA,"Mentions allowed uses but not detailed, weak presence.",Guidelines for documenting allowed uses of AI (if applicable),1
Drexel University,Prohibited_Uses,1,NA,"Acknowledges prohibitions tied to integrity, but lacks specifics.",Reminder that disallowed uses of AI violate academic honesty policy,1
Drexel University,Disclosure_Citation_Requirements,0,NA,No mention of citation or disclosure requirements.,,1
Drexel University,Accountability_Enforcement,1,NA,Suggests non-punitive approach but no enforcement mechanisms.,"non-punitive, student-centered tone can go a long way",1
Drexel University,Pedagogical_Integration,2,NA,Strong emphasis on redesigning pedagogy around AI.,re-tooling assignments to foreground process and integrate AI tools/critical analysis,1
Drexel University,Ethical_Equity_Considerations,2,NA,Explicitly addresses ethical reflection and equity concerns.,Invitation to reflect on the ethics and/or efficacy of AI use in the course and field,1
Drexel University,Tone_Orientation,1,NA,Balanced tone encouraging dialogue rather than strict enforcement.,"non-punitive, student-centered tone can go a long way",1
Drexel University,Implementation_Authority,0,NA,No clear authority or governance structure identified.,,1
Drexel University,Tools_Specificity,1,NA,Mentions tools generically; lacks specific tool guidance.,Generative AI will continue to affect our students' academic and professional lives,1
Drexel University,Purpose_Scope,0,,No explicit statement of purpose or scope is provided in the excerpt.,,2
Drexel University,Permitted_Uses,2,Balanced,"The text lists numerous permissible activities such as fact‑checking, prompting, brainstorming, reflection, and collaboration with AI tools.","Students can gain disciplinary knowledge by evaluating outputs, revising them to meet academic standards...",2
Drexel University,Prohibited_Uses,0,,No prohibited uses are mentioned in the excerpt.,,2
Drexel University,Disclosure_Citation_Requirements,0,,The excerpt does not address disclosure or citation requirements for AI use.,,2
Drexel University,Accountability_Enforcement,0,,There is no discussion of accountability mechanisms or enforcement procedures.,,2
Drexel University,Pedagogical_Integration,2,Balanced,"The passage provides detailed guidance on integrating AI into teaching, including assignment redesign, reflection tasks, and group activities.",Instructors might consider re‑designing assignments to incorporate AI use and/or critical analysis...,2
Drexel University,Ethical_Equity_Considerations,1,Balanced,Ethical considerations are mentioned but not deeply elaborated; equity implications are implied rather than explicitly addressed.,"reflection provides a powerful tool for navigating gray areas, registering changing social protocols, and engaging in reciprocal learning",2
Drexel University,Tone_Orientation,0,,The excerpt does not present an overall institutional tone statement.,,2
Drexel University,Implementation_Authority,0,,No authority or governance structure is identified for implementing the policy.,,2
Drexel University,Tools_Specificity,2,Balanced,"Specific AI tools and applications are enumerated, indicating strong specificity.","Multiple tech companies are currently building bots based on foundational models (e.g., Khanmigo)...",2
Marquette University,Purpose_Scope,0,,No explicit purpose or scope is stated in the excerpt.,,1
Marquette University,Permitted_Uses,0,,The excerpt does not describe any permitted uses of AI.,,1
Marquette University,Prohibited_Uses,0,,There are no prohibited uses listed in the text.,,1
Marquette University,Disclosure_Citation_Requirements,0,,No disclosure or citation requirements are mentioned.,,1
Marquette University,Accountability_Enforcement,0,,The excerpt does not address accountability or enforcement mechanisms.,,1
Marquette University,Pedagogical_Integration,0,,There is no discussion of how AI should be integrated into pedagogy.,,1
Marquette University,Ethical_Equity_Considerations,0,,No ethical or equity considerations are provided.,,1
Marquette University,Tone_Orientation,0,,The excerpt does not convey a clear tone regarding AI policy.,,1
Marquette University,Implementation_Authority,0,,"It states that there is no unified policy, implying decentralized authority, but this is not explicitly defined.",,1
Marquette University,Tools_Specificity,0,,No specific tools or detailed guidance are mentioned in the excerpt.,,1
University of Delaware,Purpose_Scope,2,Balanced,Explicitly states purpose and scope covering risk mitigation and tool usage.,The Directive provides guidelines for responsible use of generative AI tools to minimize the risks and limitations inherent with them.,1
University of Delaware,Permitted_Uses,2,Restrictive,"Clear list of allowed tools and contexts (teaching, research, operations).","Only generative AI tools that UDIT has vetted may be used with the University's systems, assets, and information",1
University of Delaware,Prohibited_Uses,1,Balanced,Imposes restriction on unvetted tools but does not list explicit prohibited actions.,"If not vetted, users must submit a Technology Request form before acquiring or using the tool",1
University of Delaware,Disclosure_Citation_Requirements,0,NA,No mention of citation or disclosure obligations for AI-generated content.,,1
University of Delaware,Accountability_Enforcement,2,Restrictive,Describes enforcement mechanism via UDIT review and departmental involvement.,UDIT will initiate a review process that includes other appropriate University departments and resources to validate the vendor's product,1
University of Delaware,Pedagogical_Integration,2,Permissive,Provides guidance and resources for educators to integrate AI responsibly.,The University encourages the responsible use of generative AI for teaching and learning... recommends reviewing the Guiding Considerations for Integrating AI within Teaching and Learning,1
University of Delaware,Ethical_Equity_Considerations,2,Balanced,"Explicitly addresses bias, ethics, privacy, and equity concerns.",The information in the Directive provides guidance on data privacy and security along with additional considerations to include bias and ethics,1
University of Delaware,Tone_Orientation,1,Balanced,Overall tone is cautious but encouraging; balanced between restriction and support.,Potentially. The University encourages... May generative AI tools be used in my course? Potentially.,1
University of Delaware,Implementation_Authority,2,Restrictive,UDIT holds authority to approve tools and enforce policy.,Users who want to use a generative AI tool that has not yet been vetted must submit a Technology Request form before acquiring or using the tool,1
University of Delaware,Tools_Specificity,1,Balanced,Provides a list but not exhaustive details; some vagueness about tool categories.,A listing of approved standalone generative AI is available at the University Generative AI Services List,1
University of Delaware,Purpose_Scope,2,Restrictive,Clearly defines scope and limits based on data classification.,limits the use of the University's information with publicly available generative AI systems to only University information that is classified as Level I data,2
University of Delaware,Permitted_Uses,2,Balanced,Specifies allowed uses for vetted tools.,University information classified as Level II or Level III data may be used with UD‑vetted generative AI,2
University of Delaware,Prohibited_Uses,2,Restrictive,Explicit prohibition stated.,The Directive prohibits using Level II or Level III on publicly available generative AI tools regardless of whether those tools are approved for use with University systems or assets,2
University of Delaware,Disclosure_Citation_Requirements,1,Balanced,Mentions transparency but lacks detailed citation format.,Users should be transparent in the use of generative AI tools and not present the output as their own,2
University of Delaware,Accountability_Enforcement,1,Balanced,References vendor agreements; no explicit enforcement mechanisms for users.,The information is contained within the University. The University typically enters into agreements with the vendors offering these tools that obligates those vendors to safeguard the privacy of the information,2
University of Delaware,Pedagogical_Integration,1,Restrictive,Provides guidance on student use in education context.,"Students should not use University‑approved AI tools to create, share, or distribute materials derived from course content without explicit permission from the instructor",2
University of Delaware,Ethical_Equity_Considerations,2,Restrictive,Explicitly addresses bias and equity.,"Generative AI may also perpetuate biases that are present in the data the tools are trained on, which may exacerbate existing inequities... The Directive requires users of generative AI tools to confirm the accuracy of the output using other sources and to check the output for bias",2
University of Delaware,Tone_Orientation,1,Balanced,Overall tone is cautious but allows vetted use.,The Directive therefore limits the use of the University's information with publicly available generative AI systems...,2
University of Delaware,Implementation_Authority,2,Restrictive,Clear authority and approval process defined.,"UDIT and other departments have vetted and approved for use with the University's systems, assets, and information as a part of a Technology Request review",2
University of Delaware,Tools_Specificity,1,Balanced,Mentions vetted tools but not specific names or technical details.,"UD‑vetted generative AI are tools that UDIT and other departments have vetted and approved for use with the University's systems, assets, and information",2
University of Delaware,Purpose_Scope,1,Balanced,Policy mentions distribution restrictions but lacks comprehensive scope definition.,distribute materials derived from course content without explicit permission,3
University of Delaware,Permitted_Uses,1,Restrictive,Allowed use implied only when no sensitive data; otherwise requires request.,"Faculty, staff, and students should not upload regulated or protected data to University-approved AI tools",3
University of Delaware,Prohibited_Uses,2,Restrictive,Explicit prohibition on external distribution and uploading protected data.,should not distribute AI-generated content outside the context of the course,3
University of Delaware,Disclosure_Citation_Requirements,1,Balanced,Mentions disclosure in syllabus but no citation guidelines for content.,instructors should include a short syllabus statement on appropriate use,3
University of Delaware,Accountability_Enforcement,0,N/A,No enforcement mechanisms or accountability procedures are described.,,3
University of Delaware,Pedagogical_Integration,1,Balanced,Guidance on integration but limited detail.,instructors who plan to use University-approved AI tools should include a short syllabus statement,3
University of Delaware,Ethical_Equity_Considerations,1,Restrictive,"Addresses privacy and consent, but lacks broader equity discussion.",Faculty should avoid uploading student work or protected data without appropriate consent,3
University of Delaware,Tone_Orientation,1,Balanced,"Overall tone is cautious and conditional, neither fully permissive nor prohibitive.",,3
University of Delaware,Implementation_Authority,0,N/A,Policy does not specify which office or authority enforces it.,,3
University of Delaware,Tools_Specificity,1,Balanced,Mentions approved tools but no specific list or technical details.,University-approved AI tools,3
Worcester Polytechnic Institute,Purpose_Scope,2,Balanced,"Clearly defines target class and project context, indicating scope of policy application",intended to be used in a Social Science Research Methods course that WPI students take in preparation for their Interactive Qualifying Project (IQP),1
Worcester Polytechnic Institute,Permitted_Uses,2,Permissive,Explicitly lists allowed activities; emphasizes enhancement rather than replacement,"AI can be a resource for research, brainstorming, outlining content, or editing and revising your writing",1
Worcester Polytechnic Institute,Prohibited_Uses,2,Restrictive,"Strong statement against non‑authentic use, tied to academic honesty policy",prohibits you from using and submitting any academic work that is not your own,1
Worcester Polytechnic Institute,Disclosure_Citation_Requirements,2,Balanced,Clear requirement for citation of AI contributions,"Where you integrate outside sources or AI-generated content, it must be acknowledged with citations",1
Worcester Polytechnic Institute,Accountability_Enforcement,1,Balanced,Relies on existing institutional policy rather than detailed enforcement mechanisms,WPI Students are expected to work with integrity and honesty and to comply with WPI's Policy on Academic Honesty,1
Worcester Polytechnic Institute,Pedagogical_Integration,2,Permissive,Explicit pedagogical intent and integration strategy highlighted,"My goal for students when using AI is for the AI to enhance, not replace, the work you do as a student to learn",1
Worcester Polytechnic Institute,Ethical_Equity_Considerations,2,Balanced,"Addresses multiple ethical dimensions, including environmental and labor concerns",Generative AI also poses ethical challenges...risk to learning...environmental impact...exploitation of human labor,1
Worcester Polytechnic Institute,Tone_Orientation,1,Balanced,Encourages cautious use but overall supportive tone,"AI can be prone to hallucinations (Reidl, 2023)...you have a responsibility to evaluate AI-generated content",1
Worcester Polytechnic Institute,Implementation_Authority,1,Balanced,"Policy authored by a faculty member, not an official university body; authority implied but not formalized",Laura Roberts developed this AI policy statement while taking the Critical Literacy in Generative AI Micro course for faculty at WPI,1
Worcester Polytechnic Institute,Tools_Specificity,1,Balanced,Mentions general AI tools but lacks specific tool names or guidelines,"AI can be a resource for research, brainstorming, outlining content, or editing and revising your writing",1
Worcester Polytechnic Institute,Purpose_Scope,1,Balanced,"The excerpt states a purpose to allow AI for enhancement, but does not fully define scope.",policy on using AI means that it is allowed when it can enhance your learning,2
Worcester Polytechnic Institute,Permitted_Uses,1,Balanced,"Mentions permitted use for enhancement, but lacks detail on specific activities.",allowed when it can enhance your learning,2
Worcester Polytechnic Institute,Prohibited_Uses,1,Restrictive,"Explicitly prohibits using AI to replace personal effort, though not exhaustive.",prohibited from relying on it as a replacement for your own work,2
Worcester Polytechnic Institute,Disclosure_Citation_Requirements,0,NA,No mention of disclosure or citation requirements in the excerpt.,,2
Worcester Polytechnic Institute,Accountability_Enforcement,0,NA,Excerpt does not discuss enforcement mechanisms.,,2
Worcester Polytechnic Institute,Pedagogical_Integration,1,NA,"Indicates integration into instructional design, but details are missing.",I have created the table below with some of the stages of IQP,2
Worcester Polytechnic Institute,Ethical_Equity_Considerations,0,NA,No discussion of ethics or equity in the provided text.,,2
Worcester Polytechnic Institute,Tone_Orientation,1,NA,"The tone appears balanced, allowing use with caution.",policy on using AI means that it is allowed when it can enhance your learning,2
Worcester Polytechnic Institute,Implementation_Authority,0,NA,Excerpt does not specify who enforces or authorizes the policy.,,2
Worcester Polytechnic Institute,Tools_Specificity,0,NA,No specific tools are named in the excerpt.,,2
American University,Purpose_Scope,2,Balanced,Explicitly states purpose and scope covering all university stakeholders,"interim guidelines offer students, faculty, and staff a framework for responsible use of AI tools",1
American University,Permitted_Uses,1,Balanced,Mentions permissibility but lacks detailed guidance on specific allowed activities,Student use of generative AI is not prohibited by the Academic Integrity Code (AIC),1
American University,Prohibited_Uses,1,Restrictive,Specifies a key prohibition but does not enumerate all prohibited uses,No decisions impacting real persons at American University may be made without human oversight and accountability,1
American University,Disclosure_Citation_Requirements,2,Balanced,Clear requirement for disclosure of AI involvement in employee work,Disclose to unit leadership work product that was wholly or partially using an AI tool,1
American University,Accountability_Enforcement,1,Restrictive,Assigns responsibility but lacks formal enforcement mechanisms or penalties,The AI user is responsible for validating the accuracy of created content with trusted first party sources,1
American University,Pedagogical_Integration,2,Balanced,Strong emphasis on integrating AI policy into teaching practices,"Faculty should communicate course policies for generative AI, giving clear syllabus and assignment guidelines",1
American University,Ethical_Equity_Considerations,2,Restrictive,Explicitly addresses equity and ethical use in academic contexts,Faculty assigning use of AI tools for the completion of assignments should do so in a manner that prioritizes equity,1
American University,Tone_Orientation,1,Balanced,Overall tone is cautious but permissive within guidelines,"Use of AI tools to support work at AU should be done ethically, in compliance with all university policies, and with transparency and accountability",1
American University,Implementation_Authority,2,Restrictive,Clear authority structure with senior leadership involvement,Responsible Use of AI Working Group that has been formed by Chief Information Officer and Acting Provost to advise and make recommendations on responsible use of AI to the President's Cabinet,1
American University,Tools_Specificity,1,Balanced,Provides general guidance on data handling but lacks specific tool references or technical controls,"Treat information given to an AI tool as if it were public. Do not use any Confidential or Official Use data in an AI platform, unless approved by the University",1
Fordham University,Purpose_Scope,2,Balanced,explicit mission statement covering all stakeholders,"committed to promoting critical AI literacy among students, faculty, and staff",1
